experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,finite_ok,load_clearance_ok,messages_ok,passed,rates_ok,shape_ok
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9023,radius_9m_low_loss,9023,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9023,radius_9m_low_loss,9023,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9023,radius_9m_low_loss,9023,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9023,radius_9m_low_loss,9023,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9023,radius_9m_low_loss,9023,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9023,radius_9m_low_loss,9023,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9023,radius_6m_moderate_loss,9023,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9023,radius_4m_loss_delay,9023,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9023,harsh_4m_35loss_400ms,9023,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9024,nominal_full_mesh,9024,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_9m_low_loss_seed9024,radius_9m_low_loss,9024,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_6m_moderate_loss_seed9024,radius_6m_moderate_loss,9024,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_radius_4m_loss_delay_seed9024,radius_4m_loss_delay,9024,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,sota_delay_tolerant_consensus,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,ours_delay_robust_repair,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed9024,harsh_4m_35loss_400ms,9024,reference_full_communication,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9025,nominal_full_mesh,9025,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9025,nominal_full_mesh,9025,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9025,nominal_full_mesh,9025,sota_centralized_cbf_networked,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9025,nominal_full_mesh,9025,sota_decentralized_cbba_relay,True,True,True,True,True,True
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9025,nominal_full_mesh,9025,sota_delay_tolerant_consensus,True,True,True,True,True,True
