experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,rates_valid,finite_metrics,speed_valid,message
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5404,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5405,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5405,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5405,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5405,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5405,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5405,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5406,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5406,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5406,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5406,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5406,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5406,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5407,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5407,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5407,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5407,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5407,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5407,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5408,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5408,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5408,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5408,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5408,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5408,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5409,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5409,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5409,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5409,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5409,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5409,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5410,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5410,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5410,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5410,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5410,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5410,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5411,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5411,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5411,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5411,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5411,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,cluttered_warehouse,cluttered_warehouse_v00,5411,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5400,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5400,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5400,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5400,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5400,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5400,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5401,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5401,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5401,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5401,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5401,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5401,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5402,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5402,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5402,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5402,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5402,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5402,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5403,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5403,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5403,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5403,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5403,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5403,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5404,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5404,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5404,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5404,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5404,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5404,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5405,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5405,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5405,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5405,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5405,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5405,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5406,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5406,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5406,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5406,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5406,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5406,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5407,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5407,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5407,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5407,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5407,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5407,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5408,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5408,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5408,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5408,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5408,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5408,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5409,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5409,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5409,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5409,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5409,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5409,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5410,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5410,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5410,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5410,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5410,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5410,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5411,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5411,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5411,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5411,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5411,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,communication_limited,communication_limited_v00,5411,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5400,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5400,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5400,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5400,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5400,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5400,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5401,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5401,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5401,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5401,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5401,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5401,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5402,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5402,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5402,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5402,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5402,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5402,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5403,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5403,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5403,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5403,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5403,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5403,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5404,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5404,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5404,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5404,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5404,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5404,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5405,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5405,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5405,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5405,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5405,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5405,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5406,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5406,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5406,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5406,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5406,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5406,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5407,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5407,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5407,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5407,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5407,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5407,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5408,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5408,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5408,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5408,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5408,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5408,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5409,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5409,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5409,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5409,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5409,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5409,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5410,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5410,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5410,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5410,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5410,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5410,reference_time_expanded_cbf,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5411,direct_to_target,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5411,cbf_safety_filter,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5411,tensor_flow_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5411,explicit_vgne_cbf_motion,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5411,smith_motion_field,True,True,True,True,
SP4_MC_explicit_control_law,long_distance_energy,long_distance_energy_v00,5411,reference_time_expanded_cbf,True,True,True,True,
